"class1","class2","class3","class4","class5","class6","class7","class8","class9"
0.492822966507177,0.554621848739496,0.444444444444444,0.654545454545455,0.627450980392157,0.786666666666667,0.636363636363636,0.666666666666667,0.875
0.572222222222222,0.434210526315789,0.25,0.620689655172414,0.347826086956522,0.648351648351648,0.820987654320988,0.25,0.7
0.397790055248619,0.45045045045045,0.352941176470588,0.608108108108108,0.592592592592593,0.75,0.550438596491228,1,0.727272727272727
0.4,0.328947368421053,0.1875,0.581896551724138,0.347826086956522,0.56043956043956,0.774691358024691,0.125,0.8
0.495,0.538461538461538,0.45,0.663865546218487,0.612244897959184,0.783783783783784,0.641646489104116,1,0.875
0.553072625698324,0.414473684210526,0.28125,0.681034482758621,0.326086956521739,0.637362637362637,0.817901234567901,0.125,0.7
0.43956043956044,0.428571428571429,0.454545454545455,0.638766519823789,0.698412698412698,0.780821917808219,0.561643835616438,0,0.888888888888889
0.446927374301676,0.296052631578947,0.3125,0.625,0.478260869565217,0.626373626373626,0.759259259259259,0,0.8
